x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.0,0.0,-0.0027631521224975586,-0.10822552442550659,-0.03893625736236572,-0.21315014362335205,-0.08232945203781128,-0.2867218255996704,-0.11960268020629883,-0.3356259763240814,-0.046763062477111816,-0.23108315467834473,-0.13416701555252075,-0.3050200343132019,-0.18455785512924194,-0.33188119530677795,-0.2178114652633667,-0.34002357721328735,-0.06709301471710205,-0.17914599180221558,-0.1555107831954956,-0.2608150839805603,-0.20368993282318115,-0.2942034602165222,-0.23479604721069336,-0.3091655373573303,-0.08910101652145386,-0.12120109796524048,-0.17383772134780884,-0.2007008194923401,-0.21899163722991943,-0.2384195327758789,-0.2462899386882782,-0.25925755500793457,-0.11450380086898804,-0.06064128875732422,-0.18324649333953857,-0.12708401679992676,-0.2165662944316864,-0.16385126113891602,-0.24020951986312866,-0.18982398509979248,A
0.0,0.0,-0.023231446743011475,-0.12397581338882446,-0.06374955177307129,-0.22005385160446167,-0.11789649724960327,-0.26769691705703735,-0.16360673308372498,-0.2829413414001465,-0.05407780408859253,-0.264595091342926,-0.13821762800216675,-0.3187873363494873,-0.18682414293289185,-0.3359975814819336,-0.22339656949043274,-0.34553226828575134,-0.0753469467163086,-0.22818058729171753,-0.16656935214996338,-0.3038284182548523,-0.2143707275390625,-0.32422494888305664,-0.24459731578826904,-0.33417022228240967,-0.10205581784248352,-0.17779111862182617,-0.1958385407924652,-0.24846488237380981,-0.22363778948783875,-0.24991554021835327,-0.23201754689216614,-0.2438521385192871,-0.13169363141059875,-0.11341357231140137,-0.2121562957763672,-0.16858243942260742,-0.2400265634059906,-0.17039895057678223,-0.253714382648468,-0.16269397735595703,A
0.0,0.0,0.06138014793395996,-0.027871787548065186,0.10814779996871948,-0.06558305025100708,0.1457447111606598,-0.09362882375717163,0.16742581129074097,-0.11641991138458252,0.07765072584152222,-0.182564377784729,0.08469560742378235,-0.25156474113464355,0.08384934067726135,-0.1968713104724884,0.08078858256340027,-0.14446577429771423,0.03346574306488037,-0.18887153267860413,0.03657832741737366,-0.2579938769340515,0.04012560844421387,-0.17602789402008057,0.04286029934883118,-0.12075340747833252,-0.011384308338165283,-0.177646666765213,-0.010118544101715088,-0.231988787651062,0.00047901272773742676,-0.15579748153686523,0.0068597495555877686,-0.10692375898361206,-0.05446663498878479,-0.15275177359580994,-0.05629923939704895,-0.197432279586792,-0.03917081654071808,-0.14719527959823608,-0.02913239598274231,-0.11194437742233276,A
0.0,0.0,-0.017461001873016357,-0.11085742712020874,-0.05443614721298218,-0.19994878768920898,-0.11202305555343628,-0.24312376976013184,-0.16177067160606384,-0.24495580792427063,-0.0587347149848938,-0.25653141736984253,-0.16413214802742004,-0.3115081787109375,-0.21847182512283325,-0.29652753472328186,-0.24292701482772827,-0.2710891366004944,-0.07830002903938293,-0.2163253128528595,-0.19162532687187195,-0.29037392139434814,-0.23856079578399658,-0.27009695768356323,-0.25385022163391113,-0.23677358031272888,-0.10117527842521667,-0.15534180402755737,-0.21221572160720825,-0.2210347056388855,-0.2456015944480896,-0.19960302114486694,-0.24986612796783447,-0.17396175861358643,-0.12617206573486328,-0.08036553859710693,-0.21641811728477478,-0.12264120578765869,-0.24760058522224426,-0.1172705888748169,-0.2608174681663513,-0.10731726884841919,A
0.0,0.0,0.06734633445739746,-0.03788888454437256,0.11832770705223083,-0.08495771884918213,0.1517944037914276,-0.12391477823257446,0.1702198088169098,-0.15799158811569214,0.07899680733680725,-0.19239258766174316,0.0839226245880127,-0.26607200503349304,0.08519402146339417,-0.21085193753242493,0.08087977766990662,-0.151970773935318,0.03462117910385132,-0.1954701840877533,0.035768091678619385,-0.2731584906578064,0.04090172052383423,-0.19324660301208496,0.04304778575897217,-0.12972348928451538,-0.011106297373771667,-0.18378090858459473,-0.009115621447563171,-0.24850109219551086,0.003259330987930298,-0.17260488867759705,0.008224055171012878,-0.11633753776550293,-0.05744919180870056,-0.15929993987083435,-0.05571441352367401,-0.20825156569480896,-0.03724795579910278,-0.15882843732833862,-0.02706161141395569,-0.11658114194869995,A
0.0,0.0,-0.020077288150787354,-0.11211830377578735,-0.06084907054901123,-0.2034602165222168,-0.11858135461807251,-0.24330326914787292,-0.16970640420913696,-0.2404208779335022,-0.06248152256011963,-0.2590729594230652,-0.17212626338005066,-0.313665509223938,-0.221271812915802,-0.2897869348526001,-0.23763716220855713,-0.25978782773017883,-0.08042055368423462,-0.21724313497543335,-0.20173710584640503,-0.2917819917201996,-0.2394498586654663,-0.2599695324897766,-0.2409856617450714,-0.22033071517944336,-0.10329979658126831,-0.15269386768341064,-0.2196260690689087,-0.21870547533035278,-0.24304091930389404,-0.18522703647613525,-0.23478373885154724,-0.15259242057800293,-0.12925493717193604,-0.07562923431396484,-0.22498813271522522,-0.12530767917633057,-0.2494877576828003,-0.11196249723434448,-0.2532062828540802,-0.0934557318687439,A
0.0,0.0,0.06618653237819672,-0.04482823610305786,0.11011891067028046,-0.10726875066757202,0.13177083432674408,-0.15759840607643127,0.1400936394929886,-0.1976369023323059,0.07460479438304901,-0.19690662622451782,0.08127225935459137,-0.26133033633232117,0.08142267167568207,-0.2051885426044464,0.07875646650791168,-0.15231826901435852,0.031430140137672424,-0.19839143753051758,0.035253748297691345,-0.271922767162323,0.03894771635532379,-0.19396013021469116,0.040606722235679626,-0.13138675689697266,-0.013078361749649048,-0.1857384443283081,-0.009911119937896729,-0.25118914246559143,0.0029334276914596558,-0.17514705657958984,0.009160280227661133,-0.11798733472824097,-0.05906274914741516,-0.16066861152648926,-0.05525004863739014,-0.2087305188179016,-0.036339059472084045,-0.1585688591003418,-0.025158971548080444,-0.11485022306442261,A
0.0,0.0,-0.019972562789916992,-0.10850119590759277,-0.062116265296936035,-0.19940853118896484,-0.12127256393432617,-0.24019625782966614,-0.17216727137565613,-0.2367337942123413,-0.06665712594985962,-0.25323036313056946,-0.16817015409469604,-0.3217991590499878,-0.20691445469856262,-0.2978791892528534,-0.21524038910865784,-0.2709740102291107,-0.0836687684059143,-0.20749396085739136,-0.19708123803138733,-0.2824487090110779,-0.2276482880115509,-0.25773704051971436,-0.22679567337036133,-0.23186177015304565,-0.10565230250358582,-0.14313656091690063,-0.2191186547279358,-0.20710653066635132,-0.23222750425338745,-0.1725863814353943,-0.21718984842300415,-0.1433202028274536,-0.13032430410385132,-0.06972247362136841,-0.22521382570266724,-0.10973525047302246,-0.24608677625656128,-0.09592235088348389,-0.2478485107421875,-0.08143055438995361,A
0.0,0.0,0.06647522747516632,-0.034131765365600586,0.10993929207324982,-0.09940940141677856,0.10240088403224945,-0.16129407286643982,0.07405303418636322,-0.1936933696269989,0.08989112079143524,-0.22130045294761658,0.0759069174528122,-0.23625242710113525,0.07644973695278168,-0.1796676218509674,0.08455725014209747,-0.1518605351448059,0.038847967982292175,-0.229871928691864,0.025662824511528015,-0.25470882654190063,0.030781373381614685,-0.18937423825263977,0.0390898734331131,-0.15850025415420532,-0.011560529470443726,-0.21425938606262207,-0.027652382850646973,-0.24267560243606567,-0.016023725271224976,-0.17544350028038025,-0.004322335124015808,-0.14356660842895508,-0.058836206793785095,-0.18296417593955994,-0.07553952932357788,-0.20555329322814941,-0.06157083809375763,-0.156918466091156,-0.0465037077665329,-0.13217175006866455,A
0.0,0.0,-0.022268682718276978,-0.11587095260620117,-0.07810908555984497,-0.21302157640457153,-0.13929712772369385,-0.2708325982093811,-0.1919524073600769,-0.3006945848464966,-0.08696818351745605,-0.24630814790725708,-0.17814457416534424,-0.31849080324172974,-0.23364639282226562,-0.3417084217071533,-0.2734017074108124,-0.34806299209594727,-0.10360884666442871,-0.19530922174453735,-0.2074650228023529,-0.2754517197608948,-0.2668464630842209,-0.3010129928588867,-0.30981117486953735,-0.3088531494140625,-0.12396436929702759,-0.12833958864212036,-0.22748273611068726,-0.19262266159057617,-0.2818491905927658,-0.21051084995269775,-0.3193073868751526,-0.21580302715301514,-0.1459888517856598,-0.05158048868179321,-0.23500323295593262,-0.10085374116897583,-0.2773977369070053,-0.12068003416061401,-0.3110686391592026,-0.13371306657791138,A
